title,platform,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,global_sales,Production Cost,release_year,Developer_metacritic_game_info,Genre_metacritic_game_info,Metascore_metacritic_game_info,Avg_Userscore_metacritic_game_info,No. of players_metacritic_game_info,releasedate_VGOutput,releasedate_raw,releasedate_quarter,releasedate_link,releasedate_1986-2023,Userscore,component_0,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,component_10,component_11,component_12,component_13,component_14,component_15,component_16,component_17,component_18,component_19,component_20,component_21,component_22,component_23,component_24,component_25,component_26,component_27,component_28,component_29,component_30,component_31,component_32,component_33,component_34,component_35,component_36,component_37,component_38,component_39,component_40,component_41,component_42,component_43,component_44,component_45,component_46,component_47,component_48,component_49,component_50,component_51,component_52,component_53,component_54,component_55,component_56,component_57,component_58,component_59,component_60,component_61,component_62,component_63,component_64,component_65,component_66,component_67,component_68,component_69,component_70,component_71,component_72,component_73,component_74,component_75,component_76,component_77,component_78,component_79,component_80,component_81,component_82,component_83,component_84,component_85,component_86,component_87,component_88,component_89,component_90,component_91,component_92,component_93,component_94,component_95,component_96,component_97,component_98,component_99
Trials 2 Second Edition,PC,Sports,Frontier Developments,7.0,3.0,4.0,0.12,1.83,4.72,1.68,5.92,14.15,3.78,2008,,,,,,,,00:00:00,https://www.google.com/search?q=Trials 2 Second Edition PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trials Legends,PC,Racing,Activision,1.0,3.0,8.0,234.0,1.8,1.56,5.32,2.14,10.82,1.26,2000,,,,,,,,00:00:00,https://www.google.com/search?q=Trials Legends PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trials Rising,PC,Simulation,Ubisoft,6.0,5.0,8.0,48.0,6.96,3.23,2.44,1.52,14.15,3.12,2019,,,,,,,,00:00:00,https://www.google.com/search?q=Trials Rising PC release date,2019-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribes Aerial Assault,PS2,Shooter,Activision,2.0,2.0,4.0,241.0,3.0,0.11,5.17,0.09,5.6,3.12,2002,,,,,,,,00:00:00,https://www.google.com/search?q=Tribes Aerial Assault PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribes Ascend,PC,Shooter,Frontier Developments,7.0,1.0,5.0,215.0,3.37,1.7,4.75,4.26,14.08,0.03,2014,Hi-RezStudios,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,86.0,7.8,1,,April 12 2012,2012-04-12 00:00:00,https://www.google.com/search?q=Tribes Ascend PC NA release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribes Vengeance,PC,Shooter,Electronic Arts,9.0,2.0,7.0,268.0,5.03,6.27,1.08,6.67,19.05,3.37,2004,IrrationalGames,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,83.0,7.6,Mutliplayer,,October 5 2004,2004-10-05 00:00:00,https://www.google.com/search?q=Tribes Vengeance PC NA release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribes 2,PC,Shooter,Frontier Developments,7.0,3.0,7.0,85.0,4.6,6.01,4.96,4.29,19.86,3.55,2001,Dynamix,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,88.0,8.6,1,,March 28 2001,2001-03-28 00:00:00,https://www.google.com/search?q=Tribes 2 PC NA release date,2001-03-28,9.75,0.16490004754709067,0.03349353807804912,-0.0028646187656586764,0.0017792049089361333,0.014255916282812873,-0.011176175574953274,0.03452887835364688,0.029768184139142655,0.004078122286932143,-0.00999655596932004,-0.011036783835323305,0.03360819681542569,-0.00027024215534454616,0.015773869277484042,-0.005508864720351891,0.03041170883543106,-0.03324920288878382,-0.026091228620392492,0.018306530738575456,-0.0013853283752211514,0.004880377582207494,0.022548095088440512,0.0047709831967249865,0.012958420167123895,0.009907288088356938,-0.013064640706439447,-0.03907224671959051,-0.040453704876908865,0.0051387663585303,0.009546520354372938,-0.008113155577267436,-0.02128634761325523,-0.007749790515263753,0.01353848612684349,0.0023195815254309416,0.027770164648540922,-0.0196835559815242,-0.0031779493137693154,0.004302009733046489,0.003208269997291156,0.048888658654220124,-0.0016014260061226336,-0.02719001237110908,0.007347552011947188,0.030713430104774182,0.011088520813014525,-0.03693035791897725,-0.02565226721623443,-0.013539551059416182,0.021516316640518136,0.01756595514151095,-0.020749112792039493,0.01408247652643195,0.00588404478115243,0.006972001258750895,0.036390128054503555,-0.019337116927557765,-0.01195170581343782,-0.009193605027681871,0.0334397793864582,0.00747412921404862,-0.00662522176189214,0.014196983189959562,0.03952766148462547,-0.013733603269300934,0.021911811503332303,-0.0015537388586654936,-0.00042563608690370023,-0.01540475669449637,-0.04065031650620503,-0.0016425967514157314,-0.02176675978319121,-0.0009892982809572327,-0.00025414600949957703,-0.004095883265602469,-0.018052020938709612,0.0009282043530828708,-0.01950992957123755,-0.0013999636617166571,0.003676947667834044,-0.0030854913608598803,-0.007877503782251572,-0.004398023166898557,0.014955577668378498,0.00047981038579762063,0.005856839081137632,-0.002516449849323354,-0.005702797636551326,-0.005760929973662834,0.0076324862615232015,0.010028118521166359,0.005493221445665908,-0.01657496460828513,-0.014622642710449597,-0.004233600414591082,0.016724992708463678,-0.0025027993449422328,-0.008812008784027244,0.0027763378585517143,-0.008679372702498992
Trickshot,PS,Sports,Sony Computer Entertainment,5.0,10.0,8.0,103.0,7.02,3.45,5.78,2.75,19.0,2.98,2003,,,,,,,,00:00:00,https://www.google.com/search?q=Trickshot PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trigger Man,PS2,Shooter,Electronic Arts,4.0,10.0,2.0,48.0,3.0,0.08,3.64,0.06,3.94,4.99,2004,,,,,,,,00:00:00,https://www.google.com/search?q=Trigger Man PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triggerheart Excelica Enhanced,PS2,Shooter,Electronic Arts,10.0,4.0,8.0,111.0,3.0,1.05,0.02,2.56,3.65,5.49,2009,,,,,,,,00:00:00,https://www.google.com/search?q=Triggerheart Excelica Enhanced PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trilbys Notes,PC,Adventure,Amazon Game Studios,5.0,3.0,8.0,1.0,4.13,3.04,4.81,4.35,16.33,5.87,2006,,,,,,,,00:00:00,https://www.google.com/search?q=Trilbys Notes PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trine 3 The Artifacts of Power,PC,Board Game,Electronic Arts,7.0,1.0,8.0,0.39,6.68,4.0,5.71,1.05,17.44,1.03,2015,,,,,,,,00:00:00,https://www.google.com/search?q=Trine 3 The Artifacts of Power PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trino,PC,Puzzle,Electronic Arts,5.0,1.0,8.0,19.0,2.24,4.1,2.45,2.14,10.93,3.46,2008,,,,,,,,00:00:00,https://www.google.com/search?q=Trino PC release date,2008-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triple Play 2001,PC,Sports,Sony Computer Entertainment,7.0,3.0,2.0,93.0,7.56,4.21,4.41,2.86,19.04,5.78,2000,,,,,,,,00:00:00,https://www.google.com/search?q=Triple Play 2001 PC release date,2000-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triple Play 2001,PS,Sports,Electronic Arts,8.0,1.0,7.0,199.0,1.33,0.74,1.48,0.5,4.05,7.35,2000,,,,,,,,00:00:00,https://www.google.com/search?q=Triple Play 2001 PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triple Play 2002,PS2,Sports,Sony Computer Entertainment,7.0,3.0,1.0,255.0,3.0,0.43,1.08,0.33,2.71,5.41,2002,,,,,,,,00:00:00,https://www.google.com/search?q=Triple Play 2002 PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRON 2.0,PC,Shooter,Activision,5.0,4.0,9.0,279.0,1.7,4.18,3.05,3.22,12.15,5.8,2003,MonolithProductions,Action;Action Adventure;Shooter;General;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,84.0,8.4,Mutliplayer,,August 26 2003,2003-08-26 00:00:00,https://www.google.com/search?q=TRON 2.0 PC NA release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tropico 2 Pirate Cove,PC,Simulation,Electronic Arts,8.0,8.3,3.0,91.0,4.12,4.01,5.79,2.26,16.18,2.49,2003,,,,,,,,00:00:00,https://www.google.com/search?q=Tropico 2 Pirate Cove PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tropico 5,PC,Simulation,Frontier Developments,7.0,9.0,1.0,163.0,7.11,1.52,5.38,2.94,16.95,5.12,2014,,,,,,,,00:00:00,https://www.google.com/search?q=Tropico 5 PC release date,2014-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tropico 5,PC,Simulation,Ubisoft,6.8,9.0,5.0,236.0,3.0,0.04,5.9,0.09,6.17,6.37,2015,,,,,,,,00:00:00,https://www.google.com/search?q=Tropico 5 PC release date,2014-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tropico 5,PS4,Simulation,Amazon Game Studios,7.0,5.0,5.0,233.0,3.0,0.07,0.08,0.18,0.71,3.99,2015,,,,,,,,00:00:00,https://www.google.com/search?q=Tropico 5 PS4 release date,2015-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tropico 6,PS4,Simulation,Omega,9.0,7.0,2.0,91.0,8.0,1.51,1.38,2.24,13.13,1.53,2019,,,,,,,,00:00:00,https://www.google.com/search?q=Tropico 6 PS4 release date,2019-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tropix,DS,Puzzle,Activision,7.0,6.0,4.0,214.0,3.0,0.06,5.92,2.55,8.6,3.0,2008,,,,,,,,00:00:00,https://www.google.com/search?q=Tropix DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trouble Witches ,PC,Adventure,Amazon Game Studios,2.0,1.0,10.0,37.0,4.96,7.56,1.17,3.4,17.09,5.49,2001,,,,,,,,00:00:00,https://www.google.com/search?q=Trouble Witches  PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck Driver,PS4,Simulation,Frontier Developments,2.0,5.0,4.0,120.0,6.79,7.71,3.36,2.02,19.88,3.32,2000,,,,,,,,00:00:00,https://www.google.com/search?q=Truck Driver PS4 release date,2019-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck Racer,PC,Racing,IBM,8.0,7.0,9.0,231.0,4.19,3.45,5.87,5.87,19.38,6.08,2009,,,,,,,,00:00:00,https://www.google.com/search?q=Truck Racer PC release date,2013-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truck Racer,PS2,Racing,Omega,5.0,4.0,8.0,31.0,7.43,2.97,3.0,5.28,18.68,5.93,2009,,,,,,,,00:00:00,https://www.google.com/search?q=Truck Racer PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Truckin Collection,PC,Simulation,Sony Computer Entertainment,9.0,6.0,8.0,19.0,3.99,4.99,1.45,4.86,15.29,2.83,2014,,,,,,,,00:00:00,https://www.google.com/search?q=Truckin Collection PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Fortune,PS2,Adventure,Ubisoft,1.0,6.0,5.0,227.0,7.86,4.56,5.22,4.37,22.01,4.3,2008,,,,,,,,00:00:00,https://www.google.com/search?q=True Fortune PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Love Story,PS2,Simulation,Frontier Developments,6.0,7.0,6.0,249.0,6.51,2.02,2.98,5.08,16.59,5.51,2003,,,,,,,,00:00:00,https://www.google.com/search?q=True Love Story PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Love Story 3,PS2,Simulation,Frontier Developments,3.0,8.0,2.0,95.0,3.0,2.2,0.04,5.45,7.73,4.46,2001,,,,,,,,00:00:00,https://www.google.com/search?q=True Love Story 3 PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Swing Golf,DS,Sports,IBM,9.0,4.0,3.0,252.0,3.0,0.11,0.04,3.47,3.78,3.96,2006,,,,,,,,00:00:00,https://www.google.com/search?q=True Swing Golf DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Tears,PS2,Adventure,Omega,4.0,9.0,3.0,281.0,2.55,7.12,3.96,1.85,15.48,2.01,2008,,,,,,,,00:00:00,https://www.google.com/search?q=True Tears PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsuihou Senkyo,PS4,Adventure,Electronic Arts,6.0,8.0,4.0,207.0,5.42,1.39,1.37,3.88,12.06,3.83,2017,,,,,,,,00:00:00,https://www.google.com/search?q=Tsuihou Senkyo PS4 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsuki no Hikari Shizumeru Kane no Satsujin,PS2,Adventure,Sony Computer Entertainment,8.0,10.0,3.0,55.0,3.0,7.84,0.02,5.4,13.28,4.75,2002,,,,,,,,00:00:00,https://www.google.com/search?q=Tsuki no Hikari Shizumeru Kane no Satsujin PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsuki wa Higashi ni Ha wa Nishi na Operation Sanctuary,PS2,Adventure,IBM,3.0,9.0,5.0,85.0,2.22,4.47,3.73,7.0,17.42,0.01,2004,,,,,,,,00:00:00,https://www.google.com/search?q=Tsuki wa Higashi ni Ha wa Nishi na Operation Sanctuary PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsuki wa Higashi ni Ha wa Nishi na Operation Sanctuary,PC,Adventure,Omega,2.0,9.0,8.0,219.0,2.13,3.57,2.22,2.73,10.65,2.26,2003,,,,,,,,00:00:00,https://www.google.com/search?q=Tsuki wa Higashi ni Ha wa Nishi na Operation Sanctuary PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsukihime,PC,Adventure,Frontier Developments,8.0,7.0,8.0,51.0,7.89,5.74,3.27,1.01,17.91,4.8,2000,,,,,,,,00:00:00,https://www.google.com/search?q=Tsukihime PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsuyo Kiss Mighty Heart,PS2,Adventure,Amazon Game Studios,5.0,2.0,7.0,205.0,3.0,2.14,0.03,6.52,8.72,4.85,2006,,,,,,,,00:00:00,https://www.google.com/search?q=Tsuyo Kiss Mighty Heart PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsuyo Kiss 2 Gakki Swift Love,PS2,Adventure,Amazon Game Studios,1.0,3.0,8.0,150.0,3.0,4.1,0.02,3.58,7.72,4.37,2009,,,,,,,,00:00:00,https://www.google.com/search?q=Tsuyo Kiss 2 Gakki Swift Love PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsuyo Kiss 2 Portable,PS,Adventure,Electronic Arts,6.0,1.0,2.0,47.0,2.47,3.14,2.34,6.6,14.55,3.53,2010,,,,,,,,00:00:00,https://www.google.com/search?q=Tsuyo Kiss 2 Portable PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT Isle of Man Ride on the Edge,PC,Racing,Electronic Arts,10.0,10.0,4.0,3.0,1.08,1.07,2.86,5.08,10.09,4.75,2016,,,,,,,,00:00:00,https://www.google.com/search?q=TT Isle of Man Ride on the Edge PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT Isle of Man Ride on the Edge,PS4,Racing,Electronic Arts,8.0,8.0,7.0,73.0,3.0,0.05,2.85,0.09,3.16,5.61,2018,,,,,,,,00:00:00,https://www.google.com/search?q=TT Isle of Man Ride on the Edge PS4 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumblebugs,PC,Puzzle,Electronic Arts,1.0,7.0,1.0,162.0,1.33,3.32,3.61,5.44,13.7,3.5,2005,,,,,,,,00:00:00,https://www.google.com/search?q=Tumblebugs PC release date,2005-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumblebugs 2,PC,Puzzle,Activision,4.0,3.0,5.0,193.0,4.16,1.33,5.63,5.82,16.94,4.13,2008,,,,,,,,00:00:00,https://www.google.com/search?q=Tumblebugs 2 PC release date,2008-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tumblestone,PC,Puzzle,Omega,6.0,1.0,7.0,0.16,5.42,6.25,3.86,6.17,21.7,5.73,2019,,,,,,,,00:00:00,https://www.google.com/search?q=Tumblestone PC release date,2016-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunic,PC,Board Game,IBM,9.0,8.0,5.0,236.0,4.66,3.33,2.13,6.06,16.18,7.93,2018,,,,,,,,00:00:00,https://www.google.com/search?q=Tunic PC release date,2022-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunnel Rats,PC,Shooter,Activision,7.0,1.0,5.0,14.0,4.57,2.26,3.58,5.24,15.65,2.66,2009,,,,,,,,00:00:00,https://www.google.com/search?q=Tunnel Rats PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turba,PC,Puzzle,Electronic Arts,8.0,5.0,1.0,217.0,5.58,1.1,5.37,5.35,17.4,3.09,2010,,,,,,,,00:00:00,https://www.google.com/search?q=Turba PC release date,2010-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turbo Super Stunt Squad,PS3,Racing,IBM,10.0,10.0,4.0,153.0,3.0,3.29,4.09,0.01,7.41,3.59,2013,,,,,,,,00:00:00,https://www.google.com/search?q=Turbo Super Stunt Squad PS3 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turbo Prop Racing,PS,Racing,Frontier Developments,3.0,4.0,10.0,80.0,3.97,3.85,2.52,2.02,12.36,4.49,2009,,,,,,,,00:00:00,https://www.google.com/search?q=Turbo Prop Racing PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turbo Trucks,PS2,Racing,IBM,7.0,3.0,2.0,46.0,5.39,1.6,3.68,4.25,14.92,1.32,2006,,,,,,,,00:00:00,https://www.google.com/search?q=Turbo Trucks PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turnabout,PS,Puzzle,Sony Computer Entertainment,9.0,3.0,1.0,58.0,4.18,3.75,1.89,5.19,15.01,3.18,2003,,,,,,,,00:00:00,https://www.google.com/search?q=Turnabout PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turning Point Fall of Liberty,PC,Shooter,Frontier Developments,8.0,5.0,6.0,7.0,4.74,2.06,5.23,6.92,18.95,4.42,2008,,,,,,,,00:00:00,https://www.google.com/search?q=Turning Point Fall of Liberty PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turning Point Fall of Liberty,PS3,Shooter,Sony Computer Entertainment,9.0,8.0,10.0,170.0,3.0,0.21,2.24,0.01,2.7,5.05,2008,,,,,,,,00:00:00,https://www.google.com/search?q=Turning Point Fall of Liberty PS3 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turok,PC,Shooter,Ubisoft,10.0,3.0,3.0,284.0,3.0,3.45,5.34,0.01,8.81,1.32,2008,,,,,,,,00:00:00,https://www.google.com/search?q=Turok PC release date,2008-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turok,PS3,Shooter,Sony Computer Entertainment,5.0,7.0,4.0,91.0,3.0,0.35,0.01,0.21,1.24,3.85,2008,,,,,,,,00:00:00,https://www.google.com/search?q=Turok PS3 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
