name,platform,platform1,user_rating,critic_rating,release_date,summary,description,metacritic
SteamWorld Heist: Ultimate Edition,Switch,0,8.2,91,"December 28, 2017","Join Captain Piper Faraday, smuggler and occasional pirate, as she recruits a rag-tag team of steam-driven robots and sets out on a daring adventure. With your hearty crew you’ll board, loot and shoot your way through enemy spaceships. Overcome the challenges of the vast frontier by upgrading your robots with unique abilities, weapons – and even stylish hats!","<p>Steamworld Heist is a pirate-themed turn-based strategy with shooter and platformer elements. You take on the role of a pirate captain, Piper, as she recruits robots and leads them through space to capture enemy ships. The game has a side-scrolling perspective, and most levels are procedurally generated.</p>
<p>The main resource in the game’s universe is water, and all power try to get it. But unexpectedly one more side appears in this conflict: aggressive steambots that attack people. Only Piper can find out what’s happening and save the world.</p>
<p>To fulfill your mission, you need to form a team of robots to fight by your side. There’s a huge variety of potential crew members that can be found in different parts of the galaxy. To recruit them you spend water or reputation points you get completing missions. Every soldier has unique abilities and specialization that upgrade through the game. Battles are made in a classical turn-based manner with a realistic physics model that features ricochets, laser sights and bomb throwing.</p>",81
Red Dead Redemption 2,Xbox One,#N/A,8.3,97,"October 26, 2018","Developed by the creators of Grand Theft Auto V and Red Dead Redemption, Red Dead Redemption 2 is an epic tale of life in America’s unforgiving heartland. The game’s vast and atmospheric world also provides the foundation for a brand new online multiplayer experience. America, 1899. The end of the Wild West era has begun. After a robbery goes badly wrong in the western town of Blackwater, Arthur Morgan and the Van der Linde gang are forced to flee. With federal agents and the best bounty hunters in the nation massing on their heels, the gang has to rob, steal and fight their way across the rugged heartland of America in order to survive. As deepening internal fissures threaten to tear the gang apart, Arthur must make a choice between his own ideals and loyalty to the gang that raised him. [Rockstar]","<p>America, 1899. The end of the wild west era has begun as lawmen hunt down the last remaining outlaw gangs. Those who will not surrender or succumb are killed. </p>
<p>After a robbery goes badly wrong in the western town of Blackwater, Arthur Morgan and the Van der Linde gang are forced to flee. With federal agents and the best bounty hunters in the nation massing on their heels, the gang must rob, steal and fight their way across the rugged heartland of America in order to survive. As deepening internal divisions threaten to tear the gang apart, Arthur must make a choice between his own ideals and loyalty to the gang who raised him.</p>
<p>From the creators of Grand Theft Auto V and Red Dead Redemption, Red Dead Redemption 2 is an epic tale of life in America at the dawn of the modern age.</p>",96
Celeste,Xbox One,#N/A,7.7,94,"January 26, 2018","Help Madeline survive her journey to the top of Celeste Mountain in this super-tight, hand-crafted platformer from the creators of TowerFall.","<p>Celeste is a platformer about climbing a mountain, from the creators of TowerFall.<br />
Explore a sprawling mountain with over 500 levels bursting with secrets, across 8 unique areas. Unlock a hardcore Remix for each area, with completely new levels that will push your climbing skills to the limit.<br />
Madeline can air-dash and climb any surface to gain ground. Controls are simple and accessible, but super tight and expressive with layers of depth to master. Deaths are sudden and respawns are fast. You&#39;ll die a lot, but you&#39;ll learn something every time.<br />
Meet peculiar characters and climb through a personal story of breaking through your self-doubt to find yourself, set in the present-day Pacific Northwest. Uncover the mystery of the mountain&#39;s power and outrun your reflection on your journey to reach the top.</p>",91
Super Smash Bros. Ultimate,Switch,0,8.6,93,"December 7, 2018","Inklings from the Splatoon series, as well as returning Smash characters like Mario and Link will be making appearances in this classic Nintendo franchise's Switch debut. Faster combat, new items, new attacks, new defensive options, and more will keep the battle raging whether you’re at home or on the go.","<p>Super Smash Bros. Ultimate is the fifth game in its franchise. It is also the first game in its series to be released for Nintendo Switch.</p>
<h3>Premise</h3>
<p>The series is a crossover of characters from various video game franchises, such as The Legend of Zelda, Pokemon, Sonic the Hedgehog, Super Mario, Metroid, and Mega Man, among many others. Their famous protagonists fight each other on an arena. In accordance with its name, the game is the “ultimate” installment of the series, in that it offers the players all the characters ever featured in Super Smash Bros. The game also introduces five new characters, most famously, Castlevania&#39;s Simon Belmont.</p>
<h3>Gameplay</h3>
<p>Unlike most fighting games, Super Smash Bros. series is built around knocking opponents out of the arena rather than lowering their health bars. However, the damage meter increases the character&#39;s chances to be knocked out. Each fighter has a limited number of lives and loses one when he or she is knocked out. The player is eliminated when he or she loses all lives.</p>
<h3>Multiplayer</h3>
<p>Super Smash Bros. Ultimate includes several competitive multiplayer modes. Besides the traditional versus mode, there are several new modes not featured in the previous games. These include Tournament (the playoff mode for 32 players), Smash Squad (team multiplayer), Smashdown (a mode in which the defeated characters are eliminated).</p>",93
Forza Horizon 4,Xbox One,#N/A,8.3,92,"September 28, 2018","For the first time in the racing and driving genre, experience dynamic seasons in a shared open-world. Explore beautiful scenery, collect over 450 cars, and become a Horizon Superstar in historic Britain.","<p>Forza Horizon 4 is the eleventh game in the Forza franchise of racing games and the fourth in the Horizon subseries.</p>
<h3>Premise</h3>
<p>Forza Horizon 4 takes place in a shared open world that is loosely based on the United Kingdom. Up to 72 players can share a server at which they participate in races together. They can also purchase in-game homes, which allow the players to unlock faster cars and driver perks. The drivers are customizable up to their clothing and emotions.</p>
<h3>Weather and seasons</h3>
<p>Forza Horizon 4 has a dynamic change of weather and seasons that change on a weekly basis. The weather conditions are synchronized and shared by all players on the same server. The weather and seasons alter the environment and thus the gameplay. Conditions like snow, mud, and ice can influence not only the driving style but also which areas and routes are accessible during which season. Most notably, the players can drive on the ice when lakes and rivers freeze. </p>
<h3>Cars</h3>
<p>Forza Horizon 4 features more than 450 vehicles that are licensed by over one hundred car manufacturers. Among the few notable manufacturers that were not included because of licensing problems are Toyota and Lexus.</p>
<h3>Modes</h3>
<p>Although the game is oriented towards online multiplayer gameplay, it also has a single player and local multiplayer modes. The game also introduces a level editor mode called Route Creator that allows the players to design and customize new routes.</p>",90
Divinity: Original Sin II - Definitive Edition,Xbox One,#N/A,7.7,92,"August 31, 2018","Set a thousand years after the first game, Divinity: Original Sin II presents a darker, more grounded narrative and expands on the tactical combat system of its award-winning predecessor. In Divinity: Original Sin, you were on a quest for the forbidden Source magic. Now, you yourself are a Sourcerer: a dangerously powerful individual whose abilities summon creatures from the encroaching Void. The Divine is dead and the Void is everywhere. Sourcerers are blamed and the Divine Order is leading the charge against the threat: you. Captured and sent to Fort Joy, you will be ""cured"" of your powers -- no matter the cost. But the Order has secrets of its own that may cast doubt on its so-called holy mission. As you escape from Fort Joy, you realize that if the world remains godless, it will be consumed by the Void.","<p>The Divine is dead. The Void approaches. And the powers lying dormant within you are soon to awaken. The battle for Divinity has begun. Choose wisely and trust sparingly; darkness lurks within every heart.</p>
<p>Who will you be?<br />
A flesh-eating Elf, an Imperial Lizard or an Undead, risen from the grave? Discover how the world reacts differently to who - or what - you are.<br />
It’s time for a new Divinity!</p>
<p>Gather your party and develop relationships with your companions. Blast your opponents in deep, tactical, turn-based combat. Use the environment as a weapon, use height to your advantage, and manipulate the elements themselves to seal your victory.<br />
Ascend as the god that Rivellon so desperately needs.<br />
Explore the vast and layered world of Rivellon alone or in a party of up to 4 players in drop-in/drop-out cooperative play. Go anywhere, unleash your imagination, and explore endless ways to interact with the world. Beyond Rivellon, there’s more to explore in the brand-new PvP and Game Master modes.</p>",94
Beat Saber,PC,PC,8.5,93,"May 21, 2019",Beat Saber is a VR rhythm game where your goal is to slash the beats which perfectly fit into precisely handcrafted music.,"<p>Beat Saber is a unique VR rhythm game where your goal is to slash the beats (represented by small cubes) as they are coming at you. Every beat indicates which saber you need to use and also the direction you need to match.  All the music is composed to perfectly fit the hand made levels. Our goal is to make players almost dance while cutting the cubes and avoiding obstacles. Each cut is strongly supported by great sound and visual effects to emphasise the rhythm. It features unique gameplay with a great feel - Beat Saber combines the satisfying feeling of cutting with emergent perception of rhythm.<br />
Handcrafted levels &amp; music - All the basic levels and music in the game will be handcrafted to emphasise the music rhythm. The results are incomparable to similar games with generated content.<br />
Game accessibility - Anyone can understand basic game principles and play the game in just a few seconds.</p>",90
Resident Evil 2,Xbox One,#N/A,8.8,93,"January 25, 2019","In Resident Evil 2, the classic action, tense exploration, and puzzle solving gameplay that defined the Resident Evil series returns. Players join rookie police officer Leon Kennedy and college student Claire Redfield, who are thrust together by a disastrous outbreak in Raccoon City that transformed its population into deadly zombies. Both Leon and Claire have their own separate playable campaigns, allowing players to see the story from both characters’ perspectives. The fate of these two fan favorite characters is in players hands as they work together to survive and get to the bottom of what is behind the terrifying attack on the city. Will they make it out alive?","<p>Resident Evil 2 is the remake of the 1998 game of the same name. </p>
<h3>Plot</h3>
<p>The plot of the remake is identical to that of the original game. The story follows the survivors of a zombie virus outbreak in the fictional Raccoon City. There are two protagonists: Claire Redfield, a high school student, and Leon Kennedy, a policeman. They both search for the ways to escape the infested city. Companions, such as Ada Wong and Sherry, occasionally follow the protagonists. The characters eventually uncover the dark secrets of the Umbrella Corporation, which created the virus as a biological weapon, and fight its monsters, such as the Tyrant.</p>
<h3>Gameplay</h3>
<p>The player controls either Leon or Claire from the third person view in a 3D environment. The two protagonists&#39; storylines are intertwined. The player can complete the scenario playing one of the protagonists, and then replay it from the other character&#39;s POV, with all his previous actions taken into account. The game combines puzzle solving with zombie fights. Both protagonists use firearms as their main weapon; however, ammo is scarce.</p>
<h3>Changes from the original</h3>
<p>Besides the updated graphics, the remake features a new camera and controls. In the original game, the controls were relative to the position of the player&#39;s character rather than the camera. The remake uses an over the shoulder camera, and the movements are relative to its angle. There&#39;s also no more loading screens, and the characters move between locations seamlessly.</p>",91
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,Switch,0,8.6,91,"September 27, 2019","Dragon Quest XI: Echoes of an Elusive Age tells a captivating tale of a hunted hero and is the long-awaited role-playing game from series creator Yuji Horii, character designer Akira Toriyama and composer Koichi Sugiyama. While it is the eleventh mainline entry in the critically acclaimed series, Dragon Quest XI is a completely standalone experience that features entirely new characters, a beautifully detailed world, finely tuned turn-based combat, and an immersive story that will appeal to long-time fans and franchise newcomers alike. A young man, about to participate in his village's coming of age ceremony, travels to a Sacred Stone alongside his childhood friend. After a series of unexpected events, this intrepid adventurer learns he is the reincarnation of a legendary hero from a forgotten age. The young hero sets forth into an unknown world on a journey to unravel the mystery of his past... but the welcome he receives is far from warm. Upon revealing his identity to the King, the hero is branded as ""The Dark spawn"" and hunted by a relentless army. Fleeing from his pursuers, the hero assembles a band of endearing adventurers who believe he is actually The Luminary reborn. The hero and his newfound companions embark on a quest that will take them across continents and over vast oceans as they learn of an ominous threat facing the world.","OVERVIEWDRAGON QUEST XI S is the last entry in the legendary RPG series from creator Yuji Horii, character designer Akira Toriyama and composer Koichi Sugiyama. This eleventh main entry is a completely standalone experience that features new characters, a beautifully detailed world, finely tuned turn-based combat, and an immersive story that will appeal to longtime fans and franchise newcomers alike. After its release in Japan, DRAGON QUEST XI won multiple gaming awards and received critical praise, including PlayStation’s Platinum Prize and a perfect 40/40 score from Famitsu (an influential video game publication in Japan).<br />
STORY<br />
A young man, about to participate in his village’s coming of age ceremony, travels to a sacred stone alongside his childhood friend. After a series of unexpected events, this intrepid adventurer learns he is the reincarnation of a legendary hero from a forgotten age.<br />
The young hero sets forth into an unknown world on a journey to unravel the mystery of his past… but the welcome he receives is far from warm. Upon revealing his identity to the King, the hero is branded as “The Darkspawn” and hunted by a relentless army.<br />
Fleeing from his pursuers, the hero assembles a band of endearing adventurers who believe he is actually The Luminary reborn. The Luminary and his newfound companions embark on a quest that will take them across continents and over vast oceans as they learn of an ominous threat facing the world.KEY FEATURES<br />
Unravel an Epic Mystery in a Riveting Tale – You are the Luminary, the reincarnation of a hero from a forgotten age. Denigrated as a demon and pursued by a malicious monarch, you must embark on a quest to uncover the mystery of your fate and save a doomed world. Be prepared for an immersive story with twists and turns that pull you in and keep you craving more.<br />
Assemble a Colorful Cast of Loyal Companions – Accompanying you is an endearing band of adventurers with their own rich backstories and personalities. Famed manga artist Akira Toriyama brings the characters of DRAGON QUEST to life with his one-of-a-kind style.<br />
Explore a Massive, Beautiful, Living World – Excitement lurks around every corner, observe NPC’s attend to their daily schedules, monsters change behaviors to fit their environments, and access new areas, by foot, on horseback or with the use of monstrous vehicles.<br />
Engage in Classic Turn-based Battles with a Modern Twist – DRAGON QUEST XI features mechanics simple enough for beginners, but with enough depth to satisfy hardcore fans. As your adventure continues, learn incredible new abilities to take down even the most fearsome foe with your powerful allies.<br />
Have Some Fun &amp; Save the World – Tons of side-quests and addicting mini-games awaits you for enough content to keep you playing for well over 100 hours. You will face insurmountable odds and an evil force of unimaginable power… but while the stakes are high, there are many fun distractions to find if you know where to look.<br />
Challenge Yourself with the Draconian Quest - Available when you start a new game, these options allow you to craft you own customized difficulty with different settings and provide a greater challenge.</p>",91
Sekiro: Shadows Die Twice,Xbox One,#N/A,9,91,"March 22, 2019","Your death won’t come easily. Enter the world of late 1500s Sengoku Japan; a brutal, bloody period of constant life-and-death conflict. As tensions rise, a compelling new story unfolds amongst the chaos. Introducing Sekiro: Shadows Die Twice, a dark and twisted new gameplay experience developed by the renowned team at FromSoftware and published by Activision. Directed by Hidetaka Miyazaki, Sekiro: Shadows Die Twice is a third-person, action-adventure game with RPG elements. The single-player game puts players in the protagonist role of a hard-hearted warrior whose mission is to rescue his master, a young lord, and exact revenge on his arch nemesis. As “Sekiro,” or the “one-armed wolf,” players discover the many ways to strategically approach combat and engage enemies. [Activision]","<p>Sekiro: Shadows Die Twice is a game about a ninja (or shinobi, as they call it), who is seeking revenge in the Sengoku era Japan.</p>
<h3>Plot</h3>
<p>The game is set in the 16th century in a fictionalized version of Japan. The main protagonist is a member of a shinobi clan. A samurai from the rival Ashina clan captured the protagonist&#39;s master, and the protagonist himself lost his arm trying to protect his leader. However, a sculptor of Buddha statues managed to replace the lost limb with an advanced prosthetic arm. The protagonist accepted a new name, Sekiro, meaning “one-armed wolf”. Now his goal is to avenge his clan and to save his leader from the hands of their enemies.</p>
<h3>Gameplay</h3>
<p>The player controls Sekiro from the third person view and navigates the character as he fights multiple enemies. Sekiro: Shadows Die Twice features an innovative combat system that doesn&#39;t use hit points. Instead, the opponents can be killed with a single precision strike. However, the player has to fight his or her way through the opponent&#39;s blocks and parries to land the deadly blow. The main character fights with his sword (katana) in the right hand, while his left hand can host a variety of upgrades, such as an ax, a torch, or a shield. The game also emphasizes stealth action. The player has to use a grappling hook to access multiple locations. Sekiro: Shadows Die Twice has no multiplayer.</p>",90
Final Fantasy XIV: Shadowbringers,PlayStation 4,PS4,8.8,91,"July 2, 2019","Take part in the next saga of FINAL FANTASY® XIV Online with the next legendary expansion pack—SHADOWBRINGERS.

New jobs: Gunbreaker and Dancer
New races: Viera and Hrothgar
Level cap increased: 70 to 80
New cities: The Crystarium and Eulmore
Journey through expansive new areas, such as the Rak’tika Greatwood, Amh Araeng, Il Mheg and Lakeland.
New trails, including harrowing encounters with Titania and Innocence.
New beast tribes: pixies, Nu Mou, and dwarves
New 8-player raid: Eden
An exciting new series of alliance raids YoRHa:Dark Apocalypse
The Restoration of the Holy See of Ishgard - In the aftermath of the Dragonsong War, Disciples of the Hand and Land work together to rebuild Ishgard","<p>Warriors of Light─Embrace the darkness and forge a new fate in the latest expansion to the critically acclaimed online RPG.</p>
<p>Explore breathtaking new environments, unlock new playable races, master exciting new jobs, and fight alongside prominent characters with the new Trust system as you embark on a new journey as the Warrior of Darkness!</p>",
Disco Elysium,PC,PC,8.5,91,"October 15, 2019","Disco Elysium is an open world role playing game. You’re a detective with a unique skill system at your disposal and a whole city block to carve your path across. Interrogate unforgettable characters, crack murders or take bribes. Become a hero or an absolute disaster of a human being.",<p>The final cut will be available at no extra cost to all current owners of disco elysium. original players expand their experience for free while new players can enjoy the new content from their first playthrough.</p>,90
NieR: Automata - Game of the YoRHa Edition,PlayStation 4,PS4,8.9,91,"February 26, 2019","Humanity has been driven from the Earth by mechanical beings from another world. In a final effort to take back the planet, the human resistance sends a force of android soldiers to destroy the invaders. Now, a war between machines and androids rages on... A war that could soon unveil a long-forgotten truth of the world.","<p>The NieR:Automata™ Game of the YoRHa Edition includes the game itself and comes packed with DLC and bonus content for the full experience of the award-winning post-apocalyptic action RPG, including:<br />
3C3C1D119440927 DLC<br />
Valve Character Accessory<br />
Cardboard Pod Skin<br />
Retro Grey Pod Skin<br />
Retro Red Pod Skin<br />
Grimoire Weiss Pod<br />
Machine Mask Accessory<br />
Exclusive set of wallpapers in the following sizes: 1024 x 768, 1280 x 1024, 1920 x 1080, 2560 x 1600</p>",91
Persona 5 Royal,PlayStation 4,PS4,8.5,95,"March 31, 2020","Prepare for an all-new RPG experience in Persona 5 Royal based in the universe of the award-winning series, Persona! Don the mask of Joker and join the Phantom Thieves of Hearts. Break free from the chains of modern society and stage grand heists to infiltrate the minds of the corrupt and make them change their ways! Persona 5 Royal is packed with new characters, confidants, story depth, new locations to explore, and a new grappling hook mechanic for stealthy access to new areas. With a new semester at Shujin Academy, get ready to strengthen your abilities in the metaverse and in your daily life. Persona 5 Royal presents a unique visual style and award nominated composer Shoji Meguro returns with an all-new soundtrack. Explore Tokyo, unlock new Personas, customize your own personal Thieves Den, discover a never-before-seen story arc, cutscenes, alternate endings, and more! Even for the most seasoned Phantom Thieves among us, Persona 5 Royal is a new challenge to defy conventions, discover the power within, and fight for justice. Wear the mask. Reveal your truth.","<p>Wear the mask.  Reveal your truth.<br />
Prepare for an all-new RPG experience in Persona®5 Royal based in the universe of the award-winning series, Persona®! Don the mask of Joker and join the Phantom Thieves of Hearts. Break free from the chains of modern society and stage grand heists to infiltrate the minds of the corrupt and make them change their ways! Persona®5 Royal is packed with new characters, story depth, new locations to explore, &amp; a new grappling hook mechanic for access to new areas. With a new semester at Shujin Academy, get ready to strengthen your abilities in the metaverse and in your daily life. Persona®5 Royal presents a unique visual style and award nominated composer Shoji Meguro returns with an all-new soundtrack. Explore Tokyo, unlock new Personas, customize your own personal Thieves Den, discover a never-before-seen story arc, cutscenes, alternate endings, and more!</p>",94
The Last of Us Part II,PlayStation 4,PS4,5.8,93,"June 19, 2020","Five years after their dangerous journey across the post-pandemic United States, Ellie and Joel have settled down in Jackson, Wyoming. Living amongst a thriving community of survivors has allowed them peace and stability, despite the constant threat of the infected and other, more desperate survivors. When a violent event disrupts that peace, Ellie embarks on a relentless journey to carry out justice and find closure. As she hunts those responsible one by one, she is confronted with the devastating physical and emotional repercussions of her actions.","<p>The Last of Us Part II is the sequel to the post-apocalyptic zombie game The Last of Us.</p>
<p>Plot</p>
<p>The game follows Ellie, the girl who was the secondary protagonist and the player character&#39;s companion in The Last of Us. The game is set five years after the ending of the original. Both Ellie (who is by 19 now) and Joel survived and live in Jackson, Wyoming, where Ellie is dating another girl, Dina. However, the characters have to deal with the evil cult called the Seraphites, who try to sacrifice their former members. A matter of revenge forces Ellie and her friends to undertake a trip to Seattle, Washington, to kill their enemies. The major theme of the plot is Ellie&#39;s dealing with her hate issues.</p>
<p>Gameplay</p>
<p>Unlike in the original game, the player controls Ellie instead of Joel, who now becomes her AI-controlled companion. The game features improved controls that include new options such as crawling, dodging, and a jump button. A new AI system allows the human adversaries to communicate share information with each other. The game also introduces multiplayer.</p>",93
Hades,Switch,0,9,93,"September 17, 2020","Defy the god of the dead as you hack and slash out of the Underworld in this rogue-like dungeon crawler from the creators of Bastion, Transistor, and Pyre. Hades is a god-like rogue-like dungeon crawler that combines the best aspects of Supergiant's critically acclaimed titles, including the fast-paced action of Bastion, the rich atmosphere and depth of Transistor, and the character-driven storytelling of Pyre.

BATTLE OUT OF HELL

As the immortal Prince of the Underworld, you'll wield the powers and mythic weapons of Olympus to break free from the clutches of the god of the dead himself, while growing stronger and unraveling more of the story with each unique escape attempt.

UNLEASH THE FURY OF OLYMPUS

The Olympians have your back! Meet Zeus, Athena, Poseidon, and many more, and choose from their dozens of powerful Boons that enhance your abilities. There are thousands of viable character builds to discover as you go.

BEFRIEND GODS, GHOSTS, AND MONSTERS

A fully-voiced cast of colorful, larger-than-life characters is waiting to meet you! Grow your relationships with them, and experience thousands of unique story events as you learn about what's really at stake for this big, dysfunctional family.

BUILT FOR REPLAYABILITY

New surprises await each time you delve into the ever-shifting Underworld, whose guardian bosses will remember you. Use the powerful Mirror of Night to grow permanently stronger, and give yourself a leg up the next time you run away from home.

NOTHING IS IMPOSSIBLE

Permanent upgrades mean you don't have to be a god yourself to experience the exciting combat and gripping story. Though, if you happen to be one, crank up the challenge and get ready for some white-knuckle action that will put your well-practiced skills to the test.

SIGNATURE SUPERGIANT STYLE

The rich, atmospheric presentation and unique melding of gameplay and narrative that's been core to Supergiant's games is here in full force: spectacular hand-painted environments and a blood-pumping original score bring the Underworld to life.","<p>Hades is a rogue-like dungeon crawler that combines the best aspects of Supergiant&#39;s critically acclaimed titles, including the fast-paced action of Bastion, the rich atmosphere and depth of Transistor, and the character-driven storytelling of Pyre.</p>
<p>BATTLE OUT OF HELL<br />
As the immortal Prince of the Underworld, you&#39;ll wield the powers and mythic weapons of Olympus to break free from the clutches of the god of the dead himself, while growing stronger and unraveling more of the story with each unique escape attempt.</p>
<p>UNLEASH THE FURY OF OLYMPUS<br />
The Olympians have your back! Meet Zeus, Athena, Poseidon, and many more, and choose from their dozens of powerful Boons that enhance your abilities. There are thousands of viable character builds to discover as you go.</p>
<p>BEFRIEND GODS, GHOSTS, AND MONSTERS<br />
A fully-voiced cast of colorful, larger-than-life characters is waiting to meet you! Grow your relationships with them, and experience hundreds of unique story events as you learn about what&#39;s really at stake for this big, dysfunctional family.</p>
<p>BUILT FOR REPLAYABILITY<br />
New surprises await each time you delve into the ever-shifting Underworld, whose guardian bosses will remember you. Use the powerful Mirror of Night to grow permanently stronger, and give yourself a leg up the next time you run away from home.</p>
<p>NOTHING IS IMPOSSIBLE<br />
Permanent upgrades mean you don&#39;t have to be a god yourself to experience the exciting combat and gripping story. Though, if you happen to be one, crank up the challenge and get ready for some white-knuckle action that will put your well-practiced skills to the test.</p>
<p>SIGNATURE SUPERGIANT STYLE<br />
The rich, atmospheric presentation and unique melding of gameplay and narrative that&#39;s been core to Supergiant&#39;s games is here in full force: spectacular hand-painted Underworld environments and a blood-pumping original score bring the Underworld to life.</p>",93
Half-Life: Alyx,PC,PC,9.2,93,"March 23, 2020","Half-Life: Alyx is Valve's VR return to the Half-Life series. It's the story of an impossible fight against a vicious alien race known as the Combine, set between the events of Half-Life and Half-Life 2. Playing as Alyx Vance, you are humanity's only chance for survival. The Combine's control of the planet since the Black Mesa incident has only strengthened as they corral the remaining population in cities. Among them are some of Earth's greatest scientists: you and your father, Dr. Eli Vance. As founders of a fledgling resistance, you've continued your clandestine scientific activityperforming critical research, and building invaluable tools for the few humans brave enough to defy the Combine. Every day, you learn more about your enemy, and every day you work toward finding a weakness.

ABOUT GAMEPLAY IN VR:

Valve's return to the Half-Life universe that started it all was built from the ground up for virtual reality. VR was built to enable the gameplay that sits at the heart of Half-Life.

Immerse yourself in deep environmental interactions, puzzle solving, world exploration, and visceral combat.

Lean to aim around a broken wall and under a Barnacle to make an impossible shot. Rummage through shelves to find a healing syringe and some shotgun shells. Manipulate tools to hack alien interfaces. Toss a bottle through a window to distract an enemy. Rip a Headcrab off your face and throw it at a Combine soldier.

Extra content for Index owners
Customers who have purchased Valve Index hardware by the end of 2019 will have access to unique bonuses starting early next year:

* Explore environments from Half-Life: Alyx in your SteamVR Home space
* Alternate gun skins to embellish Alyx's arsenal
* Special Half-Life: Alyx-themed content for Counter-Strike: Global Offensive and Dota 2

Community-built environments

* A set of Source 2 tools for building new environments will ship with the game, enabling any player to build and contribute new environments for the community to enjoy. Hammer, Valve's level authoring tool, has been updated with all of the game's virtual reality gameplay tools and components.","<p>Half-Life: Alyx is Valve’s VR return to the Half-Life series. It’s the story of an impossible fight against a vicious alien race known as the Combine, set between the events of Half-Life and Half-Life 2.</p>
<p>Playing as Alyx Vance, you are humanity’s only chance for survival. The Combine’s control of the planet since the Black Mesa incident has only strengthened as they corral the remaining population in cities. Among them are some of Earth’s greatest scientists: you and your father, Dr. Eli Vance.</p>
<p>As founders of a fledgling resistance, you’ve continued your clandestine scientific activity—performing critical research, and building invaluable tools for the few humans brave enough to defy the Combine.</p>
<p>Every day, you learn more about your enemy, and every day you work toward finding a weakness.</p>
<p>ABOUT GAMEPLAY IN VR:</p>
<p>Valve’s return to the Half-Life universe that started it all was built from the ground up for virtual reality. VR was built to enable the gameplay that sits at the heart of Half-Life.</p>
<p>Immerse yourself in deep environmental interactions, puzzle solving, world exploration, and visceral combat.</p>
<p>Lean to aim around a broken wall and under a Barnacle to make an impossible shot. Rummage through shelves to find a healing syringe and some shotgun shells. Manipulate tools to hack alien interfaces. Toss a bottle through a window to distract an enemy. Rip a Headcrab off your face and throw it at a Combine soldier.</p>
<p>Extra content for Index owners</p>
<p>Customers who have purchased Valve Index hardware by the end of 2019 will have access to unique bonuses starting early next year:</p>
<p>Explore environments from Half-Life: Alyx in your SteamVR Home space<br />
Alternate gun skins to embellish Alyx&#39;s arsenal<br />
Special Half-Life: Alyx-themed content for Counter-Strike: Global Offensive and Dota 2</p>
<p>Community-built environments</p>
<p>A set of Source 2 tools for building new environments will ship with the game, enabling any player to build and contribute new environments for the community to enjoy. Hammer, Valve’s level authoring tool, has been updated with all of the game’s virtual reality gameplay tools and components.</p>",93
Ori and the Will of the Wisps,Switch,0,8.7,93,"September 17, 2020","From the creators of Ori and the Blind Forest comes the highly-anticipated sequel, Ori and the Will of the Wisps. Embark on an all-new adventure in a vast and exotic world where you’ll encounter towering enemies and challenging puzzles on your quest to discover Ori’s true destiny. Immerse yourself in a hand-crafted narrative experience with deeply emotional storytelling, strikingly beautiful environments, and a stunning soundtrack. Master new skills to guide Ori through a journey of untold danger using newly acquired spirit weapons, spells, and attacks. Utilize an all-new shard system to power-up Ori’s newfound abilities. Face larger-than-life bosses and seek help from an expansive cast of new characters who will help you uncover Ori’s mysterious fate. Race to the top of the leaderboards in the all-new Spirit Trials mode where players dash, burrow, grapple, and leap to high scores in unique speed-run challenges throughout the game.","<p>A New Journey Begins</p>
<p>Embark on an adventure with all new combat and customization options while exploring a vast, exotic world encountering larger than life enemies and challenging puzzles. Seek help from discoverable allies on your path to unravel Ori’s true destiny.</p>
<p>Explore a vast, beautiful, and immersive world<br />
Explore a vast, beautiful, immersive, and dangerous world filled with gripping enemy encounters, challenging puzzles and thrilling escape sequences. Unravel Ori’s true destiny in this emotionally engaging, hand crafted story driven adventure.</p>
<p>New combat system</p>
<p>Wield dozens of new spirit weapons, spells and skills offering new dynamic combat mechanics to the world of Ori. Nimbly fight your way through untold danger and ruin with an entirely new arsenal at your disposal.</p>
<p>Customize your style of play</p>
<p>Choose your tools for adventure from dozens of newly acquired attacks, spells, and skills to match your style of play. In addition, utilize an all new shard system to power up Ori’s capabilities.</p>
<p>Encounter epic adversaries</p>
<p>Face large epic bosses and seek support from discoverable allies who will provide services and cast optional quests to extend the adventure.</p>",91
